sequence,frame_id,timestamp,rgb_relative_path,semantic_unique_projections,temporal_unique_projections,context_available,both_ge_20,both_ge_10,both_ge_5,both_ge_1
fr3_walking_halfsphere,406,1341846449.121998,rgb/1341846449.121998.png,1817,1802,1,1,1,1,1
fr3_walking_halfsphere,407,1341846449.158114,rgb/1341846449.158114.png,1796,1787,1,1,1,1,1
fr3_walking_halfsphere,408,1341846449.190066,rgb/1341846449.190066.png,1790,1783,1,1,1,1,1
fr3_walking_halfsphere,409,1341846449.222044,rgb/1341846449.222044.png,1366,1774,1,1,1,1,1
fr3_walking_halfsphere,410,1341846449.258032,rgb/1341846449.258032.png,1777,1370,1,1,1,1,1
fr3_walking_halfsphere,411,1341846449.290278,rgb/1341846449.290278.png,1754,1720,1,1,1,1,1
fr3_walking_halfsphere,412,1341846449.321912,rgb/1341846449.321912.png,1804,1750,1,1,1,1,1
fr3_walking_halfsphere,413,1341846449.357984,rgb/1341846449.357984.png,1814,1777,1,1,1,1,1
fr3_walking_halfsphere,414,1341846449.390027,rgb/1341846449.390027.png,1772,1775,1,1,1,1,1
fr3_walking_halfsphere,415,1341846449.426101,rgb/1341846449.426101.png,1400,1794,1,1,1,1,1
fr3_walking_halfsphere,416,1341846449.458035,rgb/1341846449.458035.png,1855,1847,1,1,1,1,1
fr3_walking_halfsphere,417,1341846449.490185,rgb/1341846449.490185.png,1821,1832,1,1,1,1,1
fr3_walking_halfsphere,418,1341846449.525989,rgb/1341846449.525989.png,1815,1401,1,1,1,1,1
fr3_walking_halfsphere,419,1341846449.558288,rgb/1341846449.558288.png,1546,1805,1,1,1,1,1
fr3_walking_halfsphere,420,1341846449.594265,rgb/1341846449.594265.png,1837,1567,1,1,1,1,1
fr3_walking_halfsphere,421,1341846449.626133,rgb/1341846449.626133.png,1828,1759,1,1,1,1,1
fr3_walking_halfsphere,422,1341846449.658161,rgb/1341846449.658161.png,1873,1596,1,1,1,1,1
fr3_walking_halfsphere,423,1341846449.694129,rgb/1341846449.694129.png,1453,1646,1,1,1,1,1
fr3_walking_halfsphere,424,1341846449.725937,rgb/1341846449.725937.png,1660,1561,1,1,1,1,1
fr3_walking_halfsphere,425,1341846449.757969,rgb/1341846449.757969.png,1440,1582,1,1,1,1,1
fr3_walking_halfsphere,426,1341846449.794073,rgb/1341846449.794073.png,1690,1445,1,1,1,1,1
fr3_walking_halfsphere,427,1341846449.826150,rgb/1341846449.826150.png,1517,1645,1,1,1,1,1
fr3_walking_halfsphere,428,1341846449.861992,rgb/1341846449.861992.png,1808,1459,1,1,1,1,1
fr3_walking_halfsphere,429,1341846449.894052,rgb/1341846449.894052.png,1499,1788,1,1,1,1,1
fr3_walking_halfsphere,430,1341846449.925963,rgb/1341846449.925963.png,1623,1714,1,1,1,1,1
fr3_walking_halfsphere,431,1341846449.962133,rgb/1341846449.962133.png,1806,1649,1,1,1,1,1
fr3_walking_halfsphere,432,1341846449.994047,rgb/1341846449.994047.png,2024,1886,1,1,1,1,1
fr3_walking_halfsphere,433,1341846450.026443,rgb/1341846450.026443.png,1833,1871,1,1,1,1,1
fr3_walking_halfsphere,434,1341846450.062040,rgb/1341846450.062040.png,1666,1802,1,1,1,1,1
fr3_walking_halfsphere,435,1341846450.094160,rgb/1341846450.094160.png,1915,1912,1,1,1,1,1
fr3_walking_halfsphere,436,1341846450.130133,rgb/1341846450.130133.png,1876,1985,1,1,1,1,1
fr3_walking_halfsphere,437,1341846450.161911,rgb/1341846450.161911.png,1893,1916,1,1,1,1,1
fr3_walking_halfsphere,438,1341846450.194126,rgb/1341846450.194126.png,1922,1922,1,1,1,1,1
fr3_walking_halfsphere,439,1341846450.230042,rgb/1341846450.230042.png,1604,1881,1,1,1,1,1
fr3_walking_halfsphere,440,1341846450.262009,rgb/1341846450.262009.png,1656,1554,1,1,1,1,1
fr3_walking_halfsphere,441,1341846450.294220,rgb/1341846450.294220.png,1759,1846,1,1,1,1,1
fr3_walking_halfsphere,442,1341846450.330052,rgb/1341846450.330052.png,1912,1890,1,1,1,1,1
fr3_walking_halfsphere,443,1341846450.361929,rgb/1341846450.361929.png,1970,2051,1,1,1,1,1
fr3_walking_halfsphere,444,1341846450.398035,rgb/1341846450.398035.png,1759,2062,1,1,1,1,1
fr3_walking_halfsphere,445,1341846450.429941,rgb/1341846450.429941.png,1981,2038,1,1,1,1,1
fr3_walking_halfsphere,446,1341846450.461928,rgb/1341846450.461928.png,1996,2061,1,1,1,1,1
fr3_walking_halfsphere,447,1341846450.498062,rgb/1341846450.498062.png,1905,1874,1,1,1,1,1
fr3_walking_halfsphere,448,1341846450.529969,rgb/1341846450.529969.png,1888,1452,1,1,1,1,1
fr3_walking_halfsphere,449,1341846450.561983,rgb/1341846450.561983.png,1827,1503,1,1,1,1,1
fr3_walking_halfsphere,450,1341846450.598097,rgb/1341846450.598097.png,1412,1563,1,1,1,1,1
fr3_walking_halfsphere,451,1341846450.630436,rgb/1341846450.630436.png,1525,1610,1,1,1,1,1
fr3_walking_halfsphere,452,1341846450.666178,rgb/1341846450.666178.png,1396,1643,1,1,1,1,1
fr3_walking_halfsphere,453,1341846450.698174,rgb/1341846450.698174.png,1523,1616,1,1,1,1,1
fr3_walking_halfsphere,454,1341846450.730214,rgb/1341846450.730214.png,1526,1152,1,1,1,1,1
fr3_walking_halfsphere,455,1341846450.765977,rgb/1341846450.765977.png,1137,1109,1,1,1,1,1
fr3_walking_halfsphere,456,1341846450.798042,rgb/1341846450.798042.png,1553,1172,1,1,1,1,1
fr3_walking_halfsphere,457,1341846450.834020,rgb/1341846450.834020.png,1467,1250,1,1,1,1,1
fr3_walking_halfsphere,458,1341846450.866022,rgb/1341846450.866022.png,1472,1319,1,1,1,1,1
fr3_walking_halfsphere,459,1341846450.898067,rgb/1341846450.898067.png,1534,1136,1,1,1,1,1
fr3_walking_halfsphere,460,1341846450.934091,rgb/1341846450.934091.png,1128,934,1,1,1,1,1
fr3_walking_halfsphere,461,1341846450.966100,rgb/1341846450.966100.png,1252,945,1,1,1,1,1
fr3_walking_halfsphere,462,1341846450.998096,rgb/1341846450.998096.png,1111,956,1,1,1,1,1
fr3_walking_halfsphere,463,1341846451.034057,rgb/1341846451.034057.png,938,1238,1,1,1,1,1
fr3_walking_halfsphere,464,1341846451.068370,rgb/1341846451.068370.png,1477,1459,1,1,1,1,1
fr3_walking_halfsphere,465,1341846451.102153,rgb/1341846451.102153.png,1411,1002,1,1,1,1,1
fr3_walking_halfsphere,466,1341846451.133979,rgb/1341846451.133979.png,1624,1027,1,1,1,1,1
fr3_walking_halfsphere,467,1341846451.165987,rgb/1341846451.165987.png,1569,1332,1,1,1,1,1
fr3_walking_halfsphere,468,1341846451.202275,rgb/1341846451.202275.png,1348,1148,1,1,1,1,1
fr3_walking_halfsphere,469,1341846451.234790,rgb/1341846451.234790.png,1418,1175,1,1,1,1,1
fr3_walking_halfsphere,470,1341846451.302134,rgb/1341846451.302134.png,1453,1157,1,1,1,1,1
fr3_walking_halfsphere,471,1341846451.334095,rgb/1341846451.334095.png,1165,1173,1,1,1,1,1
fr3_walking_halfsphere,472,1341846451.370064,rgb/1341846451.370064.png,1385,1149,1,1,1,1,1
fr3_walking_halfsphere,473,1341846451.402007,rgb/1341846451.402007.png,1180,1164,1,1,1,1,1
fr3_walking_halfsphere,474,1341846451.434004,rgb/1341846451.434004.png,1183,1163,1,1,1,1,1
fr3_walking_halfsphere,475,1341846451.470107,rgb/1341846451.470107.png,1223,1200,1,1,1,1,1
fr3_walking_halfsphere,476,1341846451.502266,rgb/1341846451.502266.png,1367,1244,1,1,1,1,1
fr3_walking_halfsphere,477,1341846451.534027,rgb/1341846451.534027.png,1278,1330,1,1,1,1,1
fr3_walking_halfsphere,478,1341846451.570038,rgb/1341846451.570038.png,1125,1350,1,1,1,1,1
fr3_walking_halfsphere,479,1341846451.601887,rgb/1341846451.601887.png,1365,1375,1,1,1,1,1
fr3_walking_halfsphere,480,1341846451.637996,rgb/1341846451.637996.png,1263,1386,1,1,1,1,1
fr3_walking_halfsphere,481,1341846451.669951,rgb/1341846451.669951.png,1330,1439,1,1,1,1,1
fr3_walking_halfsphere,482,1341846451.702077,rgb/1341846451.702077.png,1643,1466,1,1,1,1,1
fr3_walking_halfsphere,483,1341846451.737995,rgb/1341846451.737995.png,1652,1545,1,1,1,1,1
fr3_walking_halfsphere,484,1341846451.770041,rgb/1341846451.770041.png,1555,1536,1,1,1,1,1
fr3_walking_halfsphere,485,1341846451.806071,rgb/1341846451.806071.png,1803,1553,1,1,1,1,1
fr3_walking_halfsphere,486,1341846451.838004,rgb/1341846451.838004.png,1845,1592,1,1,1,1,1
fr3_walking_halfsphere,487,1341846451.870027,rgb/1341846451.870027.png,1864,1281,1,1,1,1,1
fr3_walking_halfsphere,488,1341846451.905961,rgb/1341846451.905961.png,1881,1529,1,1,1,1,1
fr3_walking_halfsphere,489,1341846451.937970,rgb/1341846451.937970.png,1860,1536,1,1,1,1,1
fr3_walking_halfsphere,490,1341846451.970138,rgb/1341846451.970138.png,1769,1524,1,1,1,1,1
fr3_walking_halfsphere,491,1341846452.006080,rgb/1341846452.006080.png,1440,1510,1,1,1,1,1
fr3_walking_halfsphere,492,1341846452.037935,rgb/1341846452.037935.png,1659,1508,1,1,1,1,1
fr3_walking_halfsphere,493,1341846452.073949,rgb/1341846452.073949.png,1631,1547,1,1,1,1,1
fr3_walking_halfsphere,494,1341846452.105977,rgb/1341846452.105977.png,1731,1522,1,1,1,1,1
fr3_walking_halfsphere,495,1341846452.138008,rgb/1341846452.138008.png,1829,1527,1,1,1,1,1
fr3_walking_halfsphere,496,1341846452.174074,rgb/1341846452.174074.png,1826,1499,1,1,1,1,1
fr3_walking_halfsphere,497,1341846452.206235,rgb/1341846452.206235.png,1816,1491,1,1,1,1,1
fr3_walking_halfsphere,498,1341846452.238073,rgb/1341846452.238073.png,1730,1481,1,1,1,1,1
fr3_walking_halfsphere,499,1341846452.274106,rgb/1341846452.274106.png,1487,1844,1,1,1,1,1
fr3_walking_halfsphere,500,1341846452.306097,rgb/1341846452.306097.png,1752,1820,1,1,1,1,1
fr3_walking_halfsphere,501,1341846452.342082,rgb/1341846452.342082.png,1809,1450,1,1,1,1,1
fr3_walking_halfsphere,502,1341846452.374034,rgb/1341846452.374034.png,1864,1537,1,1,1,1,1
fr3_walking_halfsphere,503,1341846452.406041,rgb/1341846452.406041.png,1842,1501,1,1,1,1,1
fr3_walking_halfsphere,504,1341846452.442053,rgb/1341846452.442053.png,1834,1502,1,1,1,1,1
fr3_walking_halfsphere,505,1341846452.474108,rgb/1341846452.474108.png,1641,1491,1,1,1,1,1
fr3_walking_halfsphere,506,1341846452.506073,rgb/1341846452.506073.png,1714,1514,1,1,1,1,1
fr3_walking_halfsphere,507,1341846452.542118,rgb/1341846452.542118.png,1875,1543,1,1,1,1,1
fr3_walking_halfsphere,508,1341846452.574108,rgb/1341846452.574108.png,1816,1547,1,1,1,1,1
fr3_walking_halfsphere,509,1341846452.610038,rgb/1341846452.610038.png,1811,1145,1,1,1,1,1
fr3_walking_halfsphere,510,1341846452.642126,rgb/1341846452.642126.png,1884,1389,1,1,1,1,1
fr3_walking_halfsphere,511,1341846452.674053,rgb/1341846452.674053.png,1811,1423,1,1,1,1,1
fr3_walking_halfsphere,512,1341846452.709891,rgb/1341846452.709891.png,1816,1423,1,1,1,1,1
fr3_walking_halfsphere,513,1341846452.742117,rgb/1341846452.742117.png,1743,1451,1,1,1,1,1
fr3_walking_halfsphere,514,1341846452.774020,rgb/1341846452.774020.png,1581,1103,1,1,1,1,1
fr3_walking_halfsphere,515,1341846452.810050,rgb/1341846452.810050.png,1799,1365,1,1,1,1,1
fr3_walking_halfsphere,516,1341846452.842060,rgb/1341846452.842060.png,1954,1527,1,1,1,1,1
fr3_walking_halfsphere,517,1341846452.910212,rgb/1341846452.910212.png,1764,1472,1,1,1,1,1
fr3_walking_halfsphere,518,1341846452.942284,rgb/1341846452.942284.png,2007,1772,1,1,1,1,1
fr3_walking_halfsphere,519,1341846452.978269,rgb/1341846452.978269.png,2101,1598,1,1,1,1,1
fr3_walking_halfsphere,520,1341846453.010078,rgb/1341846453.010078.png,1839,1774,1,1,1,1,1
fr3_walking_halfsphere,521,1341846453.046005,rgb/1341846453.046005.png,2151,1459,1,1,1,1,1
fr3_walking_halfsphere,522,1341846453.078276,rgb/1341846453.078276.png,1821,1780,1,1,1,1,1
fr3_walking_halfsphere,523,1341846453.111410,rgb/1341846453.111410.png,2120,1493,1,1,1,1,1
fr3_walking_halfsphere,524,1341846453.152099,rgb/1341846453.152099.png,2127,1776,1,1,1,1,1
fr3_walking_halfsphere,525,1341846453.210744,rgb/1341846453.210744.png,2128,1505,1,1,1,1,1
fr3_walking_halfsphere,526,1341846453.246368,rgb/1341846453.246368.png,2208,1853,1,1,1,1,1
fr3_walking_halfsphere,527,1341846453.281016,rgb/1341846453.281016.png,2396,1798,1,1,1,1,1
fr3_walking_halfsphere,528,1341846453.346478,rgb/1341846453.346478.png,2260,1438,1,1,1,1,1
fr3_walking_halfsphere,529,1341846453.413993,rgb/1341846453.413993.png,1836,1770,1,1,1,1,1
fr3_walking_halfsphere,530,1341846453.447282,rgb/1341846453.447282.png,2213,1667,1,1,1,1,1
fr3_walking_halfsphere,531,1341846453.489022,rgb/1341846453.489022.png,1655,1504,1,1,1,1,1
fr3_walking_halfsphere,532,1341846453.520074,rgb/1341846453.520074.png,1434,1443,1,1,1,1,1
fr3_walking_halfsphere,533,1341846453.552202,rgb/1341846453.552202.png,1558,1231,1,1,1,1,1
fr3_walking_halfsphere,534,1341846453.588242,rgb/1341846453.588242.png,1216,1111,1,1,1,1,1
fr3_walking_halfsphere,535,1341846453.619879,rgb/1341846453.619879.png,1271,1214,1,1,1,1,1
fr3_walking_halfsphere,536,1341846453.656024,rgb/1341846453.656024.png,1570,1087,1,1,1,1,1
fr3_walking_halfsphere,537,1341846453.687999,rgb/1341846453.687999.png,1342,1073,1,1,1,1,1
fr3_walking_halfsphere,538,1341846453.720025,rgb/1341846453.720025.png,1283,1074,1,1,1,1,1
fr3_walking_halfsphere,539,1341846453.756055,rgb/1341846453.756055.png,1084,1022,1,1,1,1,1
fr3_walking_halfsphere,540,1341846453.787935,rgb/1341846453.787935.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,541,1341846453.824011,rgb/1341846453.824011.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,542,1341846453.855942,rgb/1341846453.855942.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,543,1341846453.888038,rgb/1341846453.888038.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,544,1341846453.924065,rgb/1341846453.924065.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,545,1341846453.955921,rgb/1341846453.955921.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,546,1341846453.987940,rgb/1341846453.987940.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,547,1341846454.024255,rgb/1341846454.024255.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,548,1341846454.056313,rgb/1341846454.056313.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,549,1341846454.088076,rgb/1341846454.088076.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,550,1341846454.124105,rgb/1341846454.124105.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,551,1341846454.156054,rgb/1341846454.156054.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,552,1341846454.191955,rgb/1341846454.191955.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,553,1341846454.224008,rgb/1341846454.224008.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,554,1341846454.256124,rgb/1341846454.256124.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,555,1341846454.291937,rgb/1341846454.291937.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,556,1341846454.323981,rgb/1341846454.323981.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,557,1341846454.355934,rgb/1341846454.355934.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,558,1341846454.392062,rgb/1341846454.392062.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,559,1341846454.423951,rgb/1341846454.423951.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,560,1341846454.456041,rgb/1341846454.456041.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,561,1341846454.492065,rgb/1341846454.492065.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,562,1341846454.524037,rgb/1341846454.524037.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,563,1341846454.555946,rgb/1341846454.555946.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,564,1341846454.591893,rgb/1341846454.591893.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,565,1341846454.624115,rgb/1341846454.624115.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,566,1341846454.659990,rgb/1341846454.659990.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,567,1341846454.691970,rgb/1341846454.691970.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,568,1341846454.723925,rgb/1341846454.723925.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,569,1341846454.759924,rgb/1341846454.759924.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,570,1341846454.792135,rgb/1341846454.792135.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,571,1341846454.823976,rgb/1341846454.823976.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,572,1341846454.859970,rgb/1341846454.859970.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,573,1341846454.892266,rgb/1341846454.892266.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,574,1341846454.959988,rgb/1341846454.959988.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,575,1341846455.022227,rgb/1341846455.022227.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,576,1341846455.054099,rgb/1341846455.054099.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,577,1341846455.090050,rgb/1341846455.090050.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,578,1341846455.122055,rgb/1341846455.122055.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,579,1341846455.153946,rgb/1341846455.153946.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,580,1341846455.190190,rgb/1341846455.190190.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,581,1341846455.222061,rgb/1341846455.222061.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,582,1341846455.258176,rgb/1341846455.258176.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,583,1341846455.289996,rgb/1341846455.289996.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,584,1341846455.322654,rgb/1341846455.322654.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,585,1341846455.358098,rgb/1341846455.358098.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,586,1341846455.390002,rgb/1341846455.390002.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,587,1341846455.422100,rgb/1341846455.422100.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,588,1341846455.458125,rgb/1341846455.458125.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,589,1341846455.490042,rgb/1341846455.490042.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,590,1341846455.525978,rgb/1341846455.525978.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,591,1341846455.558173,rgb/1341846455.558173.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,592,1341846455.590092,rgb/1341846455.590092.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,593,1341846455.625973,rgb/1341846455.625973.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,594,1341846455.658077,rgb/1341846455.658077.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,595,1341846455.690122,rgb/1341846455.690122.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,596,1341846455.726004,rgb/1341846455.726004.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,597,1341846455.758157,rgb/1341846455.758157.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,598,1341846455.826431,rgb/1341846455.826431.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,599,1341846455.858084,rgb/1341846455.858084.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,600,1341846455.893948,rgb/1341846455.893948.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,601,1341846455.926012,rgb/1341846455.926012.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,602,1341846455.958115,rgb/1341846455.958115.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,603,1341846455.994972,rgb/1341846455.994972.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,604,1341846456.026027,rgb/1341846456.026027.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,605,1341846456.061926,rgb/1341846456.061926.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,606,1341846456.093945,rgb/1341846456.093945.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,607,1341846456.126153,rgb/1341846456.126153.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,608,1341846456.162325,rgb/1341846456.162325.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,609,1341846456.194021,rgb/1341846456.194021.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,610,1341846456.229852,rgb/1341846456.229852.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,611,1341846456.262012,rgb/1341846456.262012.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,612,1341846456.293900,rgb/1341846456.293900.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,613,1341846456.330221,rgb/1341846456.330221.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,614,1341846456.362093,rgb/1341846456.362093.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,615,1341846456.394095,rgb/1341846456.394095.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,616,1341846456.429930,rgb/1341846456.429930.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,617,1341846456.462149,rgb/1341846456.462149.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,618,1341846456.498080,rgb/1341846456.498080.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,619,1341846456.529977,rgb/1341846456.529977.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,620,1341846456.562074,rgb/1341846456.562074.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,621,1341846456.598113,rgb/1341846456.598113.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,622,1341846456.629868,rgb/1341846456.629868.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,623,1341846456.662113,rgb/1341846456.662113.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,624,1341846456.697989,rgb/1341846456.697989.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,625,1341846456.730098,rgb/1341846456.730098.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,626,1341846456.766110,rgb/1341846456.766110.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,627,1341846456.798062,rgb/1341846456.798062.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,628,1341846456.830204,rgb/1341846456.830204.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,629,1341846456.866247,rgb/1341846456.866247.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,630,1341846456.898128,rgb/1341846456.898128.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,631,1341846456.929870,rgb/1341846456.929870.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,632,1341846456.966238,rgb/1341846456.966238.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,633,1341846456.997966,rgb/1341846456.997966.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,634,1341846457.034139,rgb/1341846457.034139.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,635,1341846457.066343,rgb/1341846457.066343.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,636,1341846457.098123,rgb/1341846457.098123.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,637,1341846457.133984,rgb/1341846457.133984.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,638,1341846457.165966,rgb/1341846457.165966.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,639,1341846457.198024,rgb/1341846457.198024.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,640,1341846457.234155,rgb/1341846457.234155.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,641,1341846457.266029,rgb/1341846457.266029.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,642,1341846457.302162,rgb/1341846457.302162.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,643,1341846457.334093,rgb/1341846457.334093.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,644,1341846457.365992,rgb/1341846457.365992.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,645,1341846457.401999,rgb/1341846457.401999.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,646,1341846457.434165,rgb/1341846457.434165.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,647,1341846457.470028,rgb/1341846457.470028.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,648,1341846457.502234,rgb/1341846457.502234.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,649,1341846457.534037,rgb/1341846457.534037.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,650,1341846457.570088,rgb/1341846457.570088.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,651,1341846457.601985,rgb/1341846457.601985.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,652,1341846457.634100,rgb/1341846457.634100.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,653,1341846457.670084,rgb/1341846457.670084.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,654,1341846457.701992,rgb/1341846457.701992.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,655,1341846457.738024,rgb/1341846457.738024.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,656,1341846457.770266,rgb/1341846457.770266.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,657,1341846457.802137,rgb/1341846457.802137.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,658,1341846457.838017,rgb/1341846457.838017.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,659,1341846457.870077,rgb/1341846457.870077.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,660,1341846457.902124,rgb/1341846457.902124.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,661,1341846457.937994,rgb/1341846457.937994.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,662,1341846457.970119,rgb/1341846457.970119.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,663,1341846458.006046,rgb/1341846458.006046.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,664,1341846458.038014,rgb/1341846458.038014.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,665,1341846458.070131,rgb/1341846458.070131.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,666,1341846458.106139,rgb/1341846458.106139.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,667,1341846458.138044,rgb/1341846458.138044.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,668,1341846458.169976,rgb/1341846458.169976.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,669,1341846458.205943,rgb/1341846458.205943.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,670,1341846458.238247,rgb/1341846458.238247.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,671,1341846458.273991,rgb/1341846458.273991.png,0,0,1,0,0,0,0
fr3_walking_halfsphere,672,1341846458.306111,rgb/1341846458.306111.png,0,0,1,0,0,0,0
